word,total_count,total_frequency,trump_count,trump_frequency,obama_frequency,obama_count,syllable
poised,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
trends,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
trials,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
joyous,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
asthma,3,5.51E-06,0,0,2.84E-05,3,2
bounce,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
semper,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
racked,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
upheld,3,5.51E-06,0,0,2.84E-05,3,2
foster,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
purple,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
takers,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
method,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
casino,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
ranked,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
gerald,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
intend,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
scenes,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
pierce,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
depend,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
custom,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
rebate,3,5.51E-06,0,0,2.84E-05,3,2
barber,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
havens,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
replay,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
charts,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
parker,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
fairer,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
daring,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
iphone,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
finger,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
approx,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
finals,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
cheney,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
stream,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
lights,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
filing,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
emerge,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
weaken,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
viable,3,5.51E-06,3,6.83E-06,0,0,2
regain,3,5.51E-06,3,6.83E-06,0,0,2
delphi,3,5.51E-06,3,6.83E-06,0,0,2
toomey,3,5.51E-06,3,6.83E-06,0,0,2
tossed,3,5.51E-06,3,6.83E-06,0,0,1
stacey,3,5.51E-06,3,6.83E-06,0,0,2
viewed,3,5.51E-06,3,6.83E-06,0,0,1
staten,3,5.51E-06,3,6.83E-06,0,0,2
sleaze,3,5.51E-06,3,6.83E-06,0,0,1
sample,3,5.51E-06,3,6.83E-06,0,0,2
sidney,3,5.51E-06,3,6.83E-06,0,0,2
insure,3,5.51E-06,3,6.83E-06,0,0,2
censor,3,5.51E-06,3,6.83E-06,0,0,2
solely,3,5.51E-06,3,6.83E-06,0,0,3
prople,3,5.51E-06,3,6.83E-06,0,0,2
vernon,3,5.51E-06,3,6.83E-06,0,0,2
misery,3,5.51E-06,3,6.83E-06,0,0,3
forged,3,5.51E-06,3,6.83E-06,0,0,1
durham,3,5.51E-06,3,6.83E-06,0,0,2
absurd,3,5.51E-06,3,6.83E-06,0,0,2
libyan,3,5.51E-06,3,6.83E-06,0,0,2
laxalt,3,5.51E-06,3,6.83E-06,0,0,2
nessel,3,5.51E-06,3,6.83E-06,0,0,2
excess,3,5.51E-06,3,6.83E-06,0,0,2
tucker,3,5.51E-06,3,6.83E-06,0,0,2
booker,3,5.51E-06,3,6.83E-06,0,0,2
lapdog,3,5.51E-06,3,6.83E-06,0,0,2
dumber,3,5.51E-06,3,6.83E-06,0,0,2
wicked,3,5.51E-06,3,6.83E-06,0,0,1
outlet,3,5.51E-06,3,6.83E-06,0,0,2
porous,3,5.51E-06,3,6.83E-06,0,0,2
nancys,3,5.51E-06,3,6.83E-06,0,0,2
rushed,3,5.51E-06,3,6.83E-06,0,0,1
kosovo,3,5.51E-06,3,6.83E-06,0,0,3
needle,3,5.51E-06,3,6.83E-06,0,0,2
tribal,3,5.51E-06,3,6.83E-06,0,0,2
tracks,3,5.51E-06,3,6.83E-06,0,0,1
kasich,3,5.51E-06,3,6.83E-06,0,0,2
loosen,3,5.51E-06,3,6.83E-06,0,0,2
affair,3,5.51E-06,3,6.83E-06,0,0,2
artist,3,5.51E-06,3,6.83E-06,0,0,2
framed,3,5.51E-06,3,6.83E-06,0,0,1
jacobs,3,5.51E-06,3,6.83E-06,0,0,2
strict,3,5.51E-06,3,6.83E-06,0,0,1
plunge,3,5.51E-06,3,6.83E-06,0,0,1
blasts,3,5.51E-06,3,6.83E-06,0,0,1
faulty,3,5.51E-06,3,6.83E-06,0,0,2
navajo,3,5.51E-06,3,6.83E-06,0,0,3
models,3,5.51E-06,3,6.83E-06,0,0,2
purely,3,5.51E-06,3,6.83E-06,0,0,3
escape,3,5.51E-06,3,6.83E-06,0,0,2
invoke,3,5.51E-06,3,6.83E-06,0,0,2
beware,3,5.51E-06,3,6.83E-06,0,0,2
payoff,3,5.51E-06,3,6.83E-06,0,0,2
nascar,3,5.51E-06,3,6.83E-06,0,0,2
mailed,3,5.51E-06,3,6.83E-06,0,0,1
safest,3,5.51E-06,3,6.83E-06,0,0,2
richly,3,5.51E-06,3,6.83E-06,0,0,2
klacik,3,5.51E-06,3,6.83E-06,0,0,2
cuomos,3,5.51E-06,3,6.83E-06,0,0,2
christ,3,5.51E-06,3,6.83E-06,0,0,1
jumped,3,5.51E-06,3,6.83E-06,0,0,1
conman,3,5.51E-06,3,6.83E-06,0,0,2
extent,3,5.51E-06,3,6.83E-06,0,0,2
desire,3,5.51E-06,3,6.83E-06,0,0,2
shaped,3,5.51E-06,3,6.83E-06,0,0,1
lester,3,5.51E-06,3,6.83E-06,0,0,2
blamed,3,5.51E-06,3,6.83E-06,0,0,1
droves,3,5.51E-06,3,6.83E-06,0,0,1
resume,3,5.51E-06,3,6.83E-06,0,0,2
pilots,3,5.51E-06,3,6.83E-06,0,0,2
moreno,3,5.51E-06,3,6.83E-06,0,0,3
slower,3,5.51E-06,3,6.83E-06,0,0,2
bureau,3,5.51E-06,3,6.83E-06,0,0,3
zoning,3,5.51E-06,3,6.83E-06,0,0,2
unused,3,5.51E-06,3,6.83E-06,0,0,2
fading,3,5.51E-06,3,6.83E-06,0,0,2
foiled,3,5.51E-06,3,6.83E-06,0,0,1
design,3,5.51E-06,3,6.83E-06,0,0,2
import,3,5.51E-06,3,6.83E-06,0,0,2
fueled,3,5.51E-06,3,6.83E-06,0,0,1
laffer,3,5.51E-06,3,6.83E-06,0,0,2
virgin,3,5.51E-06,3,6.83E-06,0,0,2
blames,3,5.51E-06,3,6.83E-06,0,0,1
somber,3,5.51E-06,3,6.83E-06,0,0,2
handel,3,5.51E-06,3,6.83E-06,0,0,2
sergio,3,5.51E-06,3,6.83E-06,0,0,2
eleven,3,5.51E-06,3,6.83E-06,0,0,3
german,3,5.51E-06,3,6.83E-06,0,0,2
bikers,3,5.51E-06,3,6.83E-06,0,0,2
julian,3,5.51E-06,3,6.83E-06,0,0,2
actors,3,5.51E-06,3,6.83E-06,0,0,2
hanson,3,5.51E-06,3,6.83E-06,0,0,2
warmly,3,5.51E-06,3,6.83E-06,0,0,2
sooooo,3,5.51E-06,3,6.83E-06,0,0,3
median,3,5.51E-06,3,6.83E-06,0,0,2
zeldin,3,5.51E-06,3,6.83E-06,0,0,2
morici,3,5.51E-06,3,6.83E-06,0,0,3
felons,3,5.51E-06,3,6.83E-06,0,0,2
appear,3,5.51E-06,3,6.83E-06,0,0,2
trumka,3,5.51E-06,3,6.83E-06,0,0,2
stamps,3,5.51E-06,3,6.83E-06,0,0,1
boxing,3,5.51E-06,3,6.83E-06,0,0,2
savage,3,5.51E-06,3,6.83E-06,0,0,2
smears,3,5.51E-06,3,6.83E-06,0,0,1
turley,3,5.51E-06,3,6.83E-06,0,0,2
fakers,3,5.51E-06,3,6.83E-06,0,0,2
waiver,3,5.51E-06,3,6.83E-06,0,0,2
snakes,3,5.51E-06,3,6.83E-06,0,0,1
remake,3,5.51E-06,3,6.83E-06,0,0,2
studio,3,5.51E-06,3,6.83E-06,0,0,2
naming,3,5.51E-06,3,6.83E-06,0,0,2
grazed,3,5.51E-06,3,6.83E-06,0,0,1
huawei,3,5.51E-06,3,6.83E-06,0,0,2
rivlin,3,5.51E-06,3,6.83E-06,0,0,2
tables,3,5.51E-06,3,6.83E-06,0,0,2
guaido,3,5.51E-06,3,6.83E-06,0,0,3
fridays,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
absence,3,5.51E-06,0,0,2.84E-05,3,2
sisters,3,5.51E-06,0,0,2.84E-05,3,2
conquer,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
applied,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
persons,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
cynical,3,5.51E-06,0,0,2.84E-05,3,3
soaring,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
angelou,3,5.51E-06,0,0,2.84E-05,3,3
trapped,3,5.51E-06,0,0,2.84E-05,3,1
suffers,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
strikes,3,5.51E-06,1,2.28E-06,1.89E-05,2,1
slowing,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
urgency,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
praises,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
pioneer,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
airfare,3,5.51E-06,0,0,2.84E-05,3,2
expands,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
buddies,3,5.51E-06,0,0,2.84E-05,3,2
rewards,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
invests,3,5.51E-06,0,0,2.84E-05,3,2
reduces,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
chasing,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
resumes,3,5.51E-06,0,0,2.84E-05,3,2
mindset,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
boovote,3,5.51E-06,0,0,2.84E-05,3,2
depends,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
valerie,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
travels,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
tourism,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
cordray,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
pending,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
artists,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
shelter,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
renewal,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
budgets,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
rescued,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
sundays,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
secures,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
kickoff,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
schmidt,3,5.51E-06,3,6.83E-06,0,0,1
healing,3,5.51E-06,3,6.83E-06,0,0,2
orleans,3,5.51E-06,3,6.83E-06,0,0,2
prepaid,3,5.51E-06,3,6.83E-06,0,0,2
pointed,3,5.51E-06,3,6.83E-06,0,0,1
circles,3,5.51E-06,3,6.83E-06,0,0,2
altered,3,5.51E-06,3,6.83E-06,0,0,2
brazile,3,5.51E-06,3,6.83E-06,0,0,3
cleanup,3,5.51E-06,3,6.83E-06,0,0,2
vibrant,3,5.51E-06,3,6.83E-06,0,0,2
screwed,3,5.51E-06,3,6.83E-06,0,0,1
nigeria,3,5.51E-06,3,6.83E-06,0,0,3
miranda,3,5.51E-06,3,6.83E-06,0,0,3
madness,3,5.51E-06,3,6.83E-06,0,0,2
stuffed,3,5.51E-06,3,6.83E-06,0,0,1
margins,3,5.51E-06,3,6.83E-06,0,0,2
flipped,3,5.51E-06,3,6.83E-06,0,0,1
navarro,3,5.51E-06,3,6.83E-06,0,0,3
harvest,3,5.51E-06,3,6.83E-06,0,0,2
windows,3,5.51E-06,3,6.83E-06,0,0,2
thieves,3,5.51E-06,3,6.83E-06,0,0,1
distort,3,5.51E-06,3,6.83E-06,0,0,2
defraud,3,5.51E-06,3,6.83E-06,0,0,2
despair,3,5.51E-06,3,6.83E-06,0,0,2
inflame,3,5.51E-06,3,6.83E-06,0,0,2
lunatic,3,5.51E-06,3,6.83E-06,0,0,3
rampage,3,5.51E-06,3,6.83E-06,0,0,2
useless,3,5.51E-06,3,6.83E-06,0,0,3
prisons,3,5.51E-06,3,6.83E-06,0,0,2
bumping,3,5.51E-06,3,6.83E-06,0,0,2
mocking,3,5.51E-06,3,6.83E-06,0,0,2
recused,3,5.51E-06,3,6.83E-06,0,0,2
powered,3,5.51E-06,3,6.83E-06,0,0,2
magakag,3,5.51E-06,3,6.83E-06,0,0,3
routine,3,5.51E-06,3,6.83E-06,0,0,2
surgery,3,5.51E-06,3,6.83E-06,0,0,3
wavered,3,5.51E-06,3,6.83E-06,0,0,2
factual,3,5.51E-06,3,6.83E-06,0,0,2
repeals,3,5.51E-06,3,6.83E-06,0,0,2
boltons,3,5.51E-06,3,6.83E-06,0,0,2
debacle,3,5.51E-06,3,6.83E-06,0,0,3
slander,3,5.51E-06,3,6.83E-06,0,0,2
sharper,3,5.51E-06,3,6.83E-06,0,0,2
cowboys,3,5.51E-06,3,6.83E-06,0,0,2
harshly,3,5.51E-06,3,6.83E-06,0,0,2
issuing,3,5.51E-06,3,6.83E-06,0,0,2
tracing,3,5.51E-06,3,6.83E-06,0,0,2
convict,3,5.51E-06,3,6.83E-06,0,0,2
ominous,3,5.51E-06,3,6.83E-06,0,0,3
douglas,3,5.51E-06,3,6.83E-06,0,0,2
harming,3,5.51E-06,3,6.83E-06,0,0,2
lefties,3,5.51E-06,3,6.83E-06,0,0,2
maguire,3,5.51E-06,3,6.83E-06,0,0,2
crazier,3,5.51E-06,3,6.83E-06,0,0,2
shaping,3,5.51E-06,3,6.83E-06,0,0,2
founder,3,5.51E-06,3,6.83E-06,0,0,2
handing,3,5.51E-06,3,6.83E-06,0,0,2
matches,3,5.51E-06,3,6.83E-06,0,0,1
farming,3,5.51E-06,3,6.83E-06,0,0,2
bedford,3,5.51E-06,3,6.83E-06,0,0,2
formula,3,5.51E-06,3,6.83E-06,0,0,3
chaotic,3,5.51E-06,3,6.83E-06,0,0,2
loading,3,5.51E-06,3,6.83E-06,0,0,2
execute,3,5.51E-06,3,6.83E-06,0,0,3
accuses,3,5.51E-06,3,6.83E-06,0,0,2
amateur,3,5.51E-06,3,6.83E-06,0,0,3
lightly,3,5.51E-06,3,6.83E-06,0,0,2
needing,3,5.51E-06,3,6.83E-06,0,0,2
angrily,3,5.51E-06,3,6.83E-06,0,0,3
vehicle,3,5.51E-06,3,6.83E-06,0,0,3
reveals,3,5.51E-06,3,6.83E-06,0,0,2
courses,3,5.51E-06,3,6.83E-06,0,0,1
forgive,3,5.51E-06,3,6.83E-06,0,0,2
oakland,3,5.51E-06,3,6.83E-06,0,0,2
concert,3,5.51E-06,3,6.83E-06,0,0,2
scalise,3,5.51E-06,3,6.83E-06,0,0,2
watches,3,5.51E-06,3,6.83E-06,0,0,1
outlook,3,5.51E-06,3,6.83E-06,0,0,2
erdogan,3,5.51E-06,3,6.83E-06,0,0,3
lessons,3,5.51E-06,3,6.83E-06,0,0,2
ricardo,3,5.51E-06,3,6.83E-06,0,0,3
leagues,3,5.51E-06,3,6.83E-06,0,0,2
dynamic,3,5.51E-06,3,6.83E-06,0,0,3
customs,3,5.51E-06,3,6.83E-06,0,0,2
ridding,3,5.51E-06,3,6.83E-06,0,0,2
triumph,3,5.51E-06,3,6.83E-06,0,0,1
belgium,3,5.51E-06,3,6.83E-06,0,0,2
forests,3,5.51E-06,3,6.83E-06,0,0,2
smiling,3,5.51E-06,3,6.83E-06,0,0,2
assange,3,5.51E-06,3,6.83E-06,0,0,2
wrongly,3,5.51E-06,3,6.83E-06,0,0,2
defying,3,5.51E-06,3,6.83E-06,0,0,2
footage,3,5.51E-06,3,6.83E-06,0,0,2
fearful,3,5.51E-06,3,6.83E-06,0,0,2
screens,3,5.51E-06,3,6.83E-06,0,0,1
wedding,3,5.51E-06,3,6.83E-06,0,0,2
rouhani,3,5.51E-06,3,6.83E-06,0,0,3
ranting,3,5.51E-06,3,6.83E-06,0,0,2
wildest,3,5.51E-06,3,6.83E-06,0,0,2
tearing,3,5.51E-06,3,6.83E-06,0,0,2
jeanine,3,5.51E-06,3,6.83E-06,0,0,2
donovan,3,5.51E-06,3,6.83E-06,0,0,3
wrapped,3,5.51E-06,3,6.83E-06,0,0,1
minions,3,5.51E-06,3,6.83E-06,0,0,2
operate,3,5.51E-06,3,6.83E-06,0,0,3
impacts,3,5.51E-06,3,6.83E-06,0,0,2
bonkers,3,5.51E-06,3,6.83E-06,0,0,2
migrant,3,5.51E-06,3,6.83E-06,0,0,2
crossed,3,5.51E-06,3,6.83E-06,0,0,1
interim,3,5.51E-06,3,6.83E-06,0,0,3
affairs,3,5.51E-06,3,6.83E-06,0,0,2
suicide,3,5.51E-06,3,6.83E-06,0,0,2
revived,3,5.51E-06,3,6.83E-06,0,0,2
plainly,3,5.51E-06,3,6.83E-06,0,0,2
reverse,3,5.51E-06,3,6.83E-06,0,0,2
shiftys,3,5.51E-06,3,6.83E-06,0,0,2
dressed,3,5.51E-06,3,6.83E-06,0,0,1
fragile,3,5.51E-06,3,6.83E-06,0,0,3
pompous,3,5.51E-06,3,6.83E-06,0,0,2
israeli,3,5.51E-06,3,6.83E-06,0,0,3
stooges,3,5.51E-06,3,6.83E-06,0,0,1
bedbugs,3,5.51E-06,3,6.83E-06,0,0,2
joaquin,3,5.51E-06,3,6.83E-06,0,0,2
juaquin,3,5.51E-06,3,6.83E-06,0,0,2
shepard,3,5.51E-06,3,6.83E-06,0,0,2
subvert,3,5.51E-06,3,6.83E-06,0,0,2
visible,3,5.51E-06,3,6.83E-06,0,0,3
devalue,3,5.51E-06,3,6.83E-06,0,0,3
emperor,3,5.51E-06,3,6.83E-06,0,0,3
majesty,3,5.51E-06,3,6.83E-06,0,0,3
ann,3,5.51E-06,2,4.56E-06,9.47E-06,1,1
anna,3,5.51E-06,3,6.83E-06,0,0,2
steadily,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
cynicism,3,5.51E-06,0,0,2.84E-05,3,3
robinson,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
droughts,3,5.51E-06,0,0,2.84E-05,3,1
dramatic,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
throwing,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
renewing,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
campuses,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
darkness,3,5.51E-06,0,0,2.84E-05,3,2
inaction,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
applying,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
memories,3,5.51E-06,0,0,2.84E-05,3,3
lighting,3,5.51E-06,0,0,2.84E-05,3,2
universe,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
survivor,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
defunded,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
stafford,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
ronna,3,5.51E-06,3,6.83E-06,0,0,2
divisive,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
archives,3,5.51E-06,0,0,2.84E-05,3,2
outbreak,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
leveling,3,5.51E-06,0,0,2.84E-05,3,3
advisors,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
striving,3,5.51E-06,0,0,2.84E-05,3,2
pretends,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
describe,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
weakened,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
contrast,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
disloyal,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
totaling,3,5.51E-06,0,0,2.84E-05,3,3
inspires,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
playlist,3,5.51E-06,0,0,2.84E-05,3,2
clooneys,3,5.51E-06,0,0,2.84E-05,3,2
activist,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
proposes,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
mortgage,3,5.51E-06,1,2.28E-06,1.89E-05,2,2
dividing,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
calendar,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
welcomes,3,5.51E-06,0,0,2.84E-05,3,2
disabled,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
revenues,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
enjoying,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
frequent,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
inserted,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
reliance,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
hashanah,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
provider,3,5.51E-06,1,2.28E-06,1.89E-05,2,3
pursuing,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
husbands,3,5.51E-06,2,4.56E-06,9.47E-06,1,2
ordering,3,5.51E-06,2,4.56E-06,9.47E-06,1,3
verified,3,5.51E-06,3,6.83E-06,0,0,3
ignorant,3,5.51E-06,3,6.83E-06,0,0,3
sampling,3,5.51E-06,3,6.83E-06,0,0,2
screamed,3,5.51E-06,3,6.83E-06,0,0,1
checking,3,5.51E-06,3,6.83E-06,0,0,2
victoria,3,5.51E-06,3,6.83E-06,0,0,3
potatoes,3,5.51E-06,3,6.83E-06,0,0,3
stuffing,3,5.51E-06,3,6.83E-06,0,0,2
observed,3,5.51E-06,3,6.83E-06,0,0,2
managers,3,5.51E-06,3,6.83E-06,0,0,3
marxists,3,5.51E-06,3,6.83E-06,0,0,2
miracles,3,5.51E-06,3,6.83E-06,0,0,3
depraved,3,5.51E-06,3,6.83E-06,0,0,2
examined,3,5.51E-06,3,6.83E-06,0,0,3
stifling,3,5.51E-06,3,6.83E-06,0,0,2
destroys,3,5.51E-06,3,6.83E-06,0,0,2
instance,3,5.51E-06,3,6.83E-06,0,0,2
chanting,3,5.51E-06,3,6.83E-06,0,0,2
pensions,3,5.51E-06,3,6.83E-06,0,0,2
doctrine,3,5.51E-06,3,6.83E-06,0,0,2
deployed,3,5.51E-06,3,6.83E-06,0,0,2
advisory,3,5.51E-06,3,6.83E-06,0,0,4
nickname,3,5.51E-06,3,6.83E-06,0,0,2
deputies,3,5.51E-06,3,6.83E-06,0,0,3
truckers,3,5.51E-06,3,6.83E-06,0,0,2
truthful,3,5.51E-06,3,6.83E-06,0,0,2
regional,3,5.51E-06,3,6.83E-06,0,0,3
reflects,3,5.51E-06,3,6.83E-06,0,0,2
bergdahl,3,5.51E-06,3,6.83E-06,0,0,2
dynamics,3,5.51E-06,3,6.83E-06,0,0,3
parental,3,5.51E-06,3,6.83E-06,0,0,3
peddling,3,5.51E-06,3,6.83E-06,0,0,2
declined,3,5.51E-06,3,6.83E-06,0,0,2
obstacle,3,5.51E-06,3,6.83E-06,0,0,3
fabulous,3,5.51E-06,3,6.83E-06,0,0,3
upgrades,3,5.51E-06,3,6.83E-06,0,0,2
courtesy,3,5.51E-06,3,6.83E-06,0,0,3
hopeless,3,5.51E-06,3,6.83E-06,0,0,3
showcase,3,5.51E-06,3,6.83E-06,0,0,2
leverage,3,5.51E-06,3,6.83E-06,0,0,3
conceded,3,5.51E-06,3,6.83E-06,0,0,2
nowadays,3,5.51E-06,3,6.83E-06,0,0,3
monument,3,5.51E-06,3,6.83E-06,0,0,3
denounce,3,5.51E-06,3,6.83E-06,0,0,2
kangaroo,3,5.51E-06,3,6.83E-06,0,0,3
rushmore,3,5.51E-06,3,6.83E-06,0,0,2
recieved,3,5.51E-06,3,6.83E-06,0,0,2
reynolds,3,5.51E-06,3,6.83E-06,0,0,2
decrease,3,5.51E-06,3,6.83E-06,0,0,2
playbook,3,5.51E-06,3,6.83E-06,0,0,2
imposing,3,5.51E-06,3,6.83E-06,0,0,3
sickness,3,5.51E-06,3,6.83E-06,0,0,2
evenings,3,5.51E-06,3,6.83E-06,0,0,3
disarray,3,5.51E-06,3,6.83E-06,0,0,3
actively,3,5.51E-06,3,6.83E-06,0,0,4
pertains,3,5.51E-06,3,6.83E-06,0,0,2
believer,3,5.51E-06,3,6.83E-06,0,0,3
survived,3,5.51E-06,3,6.83E-06,0,0,2
mandated,3,5.51E-06,3,6.83E-06,0,0,2
cowardly,3,5.51E-06,3,6.83E-06,0,0,3
chemical,3,5.51E-06,3,6.83E-06,0,0,3
disposed,3,5.51E-06,3,6.83E-06,0,0,2
grieving,3,5.51E-06,3,6.83E-06,0,0,2
ovations,3,5.51E-06,3,6.83E-06,0,0,3
violates,3,5.51E-06,3,6.83E-06,0,0,2
penguins,3,5.51E-06,3,6.83E-06,0,0,2
feelings,3,5.51E-06,3,6.83E-06,0,0,2
condemns,3,5.51E-06,3,6.83E-06,0,0,2
unfunded,3,5.51E-06,3,6.83E-06,0,0,2
blessing,3,5.51E-06,3,6.83E-06,0,0,2
prestige,3,5.51E-06,3,6.83E-06,0,0,2
benjamin,3,5.51E-06,3,6.83E-06,0,0,3
canadian,3,5.51E-06,3,6.83E-06,0,0,3
executed,3,5.51E-06,3,6.83E-06,0,0,3
lockheed,3,5.51E-06,3,6.83E-06,0,0,2
longtime,3,5.51E-06,3,6.83E-06,0,0,2
strictly,3,5.51E-06,3,6.83E-06,0,0,2
shanahan,3,5.51E-06,3,6.83E-06,0,0,3
retiring,3,5.51E-06,3,6.83E-06,0,0,3
needless,3,5.51E-06,3,6.83E-06,0,0,2
thiessen,3,5.51E-06,3,6.83E-06,0,0,2
redacted,3,5.51E-06,3,6.83E-06,0,0,2
someones,3,5.51E-06,3,6.83E-06,0,0,2
conclude,3,5.51E-06,3,6.83E-06,0,0,2
disputes,3,5.51E-06,3,6.83E-06,0,0,2
morrison,3,5.51E-06,3,6.83E-06,0,0,3
lanny,3,5.51E-06,3,6.83E-06,0,0,2
pushback,3,5.51E-06,3,6.83E-06,0,0,2
diverted,3,5.51E-06,3,6.83E-06,0,0,2
damaging,3,5.51E-06,3,6.83E-06,0,0,3
selfless,3,5.51E-06,3,6.83E-06,0,0,2
donny,3,5.51E-06,3,6.83E-06,0,0,2
detailed,3,5.51E-06,3,6.83E-06,0,0,2
composed,3,5.51E-06,3,6.83E-06,0,0,2
proclaim,3,5.51E-06,3,6.83E-06,0,0,2
outrages,3,5.51E-06,3,6.83E-06,0,0,2
replaces,3,5.51E-06,3,6.83E-06,0,0,2
backfire,3,5.51E-06,3,6.83E-06,0,0,2
checkers,3,5.51E-06,3,6.83E-06,0,0,2
devalued,3,5.51E-06,3,6.83E-06,0,0,3
monetary,3,5.51E-06,3,6.83E-06,0,0,4
stephens,3,5.51E-06,3,6.83E-06,0,0,2
tensions,3,5.51E-06,3,6.83E-06,0,0,2
divorced,3,5.51E-06,3,6.83E-06,0,0,2
flyovers,3,5.51E-06,3,6.83E-06,0,0,2
